tap,coeff_real_float,coeff_imag_float,coeff_real_int,coeff_imag_int,coeff_real_fixed,coeff_imag_fixed,coeff_abs_fixed,coeff_real_error,coeff_imag_error
127,2.087249296077852e-02,2.727067659005834e-02,684,894,2.087402343750000e-02,2.728271484375000e-02,3.435216708905969e-02,1.530476721484791e-06,1.203825369166384e-05
128,-9.930374847391831e-03,2.148033600534364e-02,-325,704,-9.918212890625000e-03,2.148437500000000e-02,2.366324821499333e-02,1.216195676683081e-05,4.038994656355155e-06
129,-3.886007835464889e-02,-5.442481019180477e-03,-1273,-178,-3.884887695312500e-02,-5.432128906250000e-03,3.922681818568979e-02,1.120140152389287e-05,1.035211293047740e-05
130,2.251489762443262e-02,-5.636417901139698e-02,738,-1847,2.252197265625000e-02,-5.636596679687500e-02,6.069894122038116e-02,7.075031817384281e-06,-1.787785478019055e-06
131,5.647999648397854e-02,5.431533396552453e-02,1851,1780,5.648803710937500e-02,5.432128906250000e-02,7.836900396127164e-02,8.040625396464607e-06,5.955096975471252e-06
132,-8.310351486312083e-02,3.262531118468494e-02,-2723,1069,-8.309936523437500e-02,3.262329101562500e-02,8.927364459372213e-02,4.149628745828138e-06,-2.020169059938071e-06
133,6.474609627918793e-03,-9.198086351765837e-02,212,-3014,6.469726562500000e-03,-9.197998046875000e-02,9.220723490499620e-02,-4.883065418792576e-06,8.830489083705428e-07
134,7.587266929530975e-02,4.254937365202843e-02,2486,1394,7.586669921875000e-02,4.254150390625000e-02,8.698008740484092e-02,-5.970076559752568e-06,-7.869745778432691e-06
135,-5.966695954146381e-02,4.453542228438161e-02,-1955,1459,-5.966186523437500e-02,4.452514648437500e-02,7.444479050074475e-02,5.094307088809868e-06,-1.027580000660666e-05
136,-1.579940559277791e-02,-5.427106626621898e-02,-518,-1778,-1.580810546875000e-02,-5.426025390625000e-02,5.651611586513923e-02,-8.699875972087434e-06,1.081235996898411e-05
137,3.680642584767875e-02,-3.748605647478457e-03,1206,-123,3.680419921875000e-02,-3.753662109375000e-03,3.699512210230959e-02,-2.226628928750363e-06,-5.056461896543393e-06
138,9.784979772838971e-03,2.408319680354153e-02,321,789,9.796142578125000e-03,2.407836914062500e-02,2.599485083402395e-02,1.116280528602916e-05,-4.827662916529613e-06
139,-2.770097161838586e-02,2.242358948289384e-02,-908,735,-2.770996093750000e-02,2.243041992187500e-02,3.565060550719192e-02,-8.989319114135336e-06,6.830438981156317e-06
140,-2.571945385206041e-02,-4.635431346328916e-02,-843,-1519,-2.572631835937500e-02,-4.635620117187500e-02,5.301642050737922e-02,-6.864507314591900e-06,-1.887708585841807e-06
141,6.707357880972367e-02,-1.046124561502762e-02,2198,-343,6.707763671875000e-02,-1.046752929687500e-02,6.788945807232176e-02,4.057909026328188e-06,-6.283681847379929e-06
142,-1.946337960920896e-02,7.436160933995380e-02,-638,2437,-1.947021484375000e-02,7.437133789062500e-02,7.687772867159445e-02,-6.835234541043012e-06,9.728550671203595e-06
143,-6.089528156090266e-02,-4.973386930482171e-02,-1995,-1630,-6.088256835937500e-02,-4.974365234375000e-02,7.862008699136522e-02,1.271320152766015e-05,-9.783038928290466e-06
144,6.533294256352475e-02,-3.251652564919033e-02,2141,-1066,6.533813476562500e-02,-3.253173828125000e-02,7.298894334247291e-02,5.192202100254284e-06,-1.521263205966905e-05
145,4.209129673216645e-03,6.064040529426321e-02,138,1987,4.211425781250000e-03,6.063842773437500e-02,6.078449658595517e-02,2.296108033355421e-06,-1.977559888212410e-06
146,-4.302020950355569e-02,-1.009134777604761e-02,-1410,-331,-4.302978515625000e-02,-1.010131835937500e-02,4.419953668524682e-02,-9.575652694313042e-06,-9.970583327387900e-06
147,6.853190882300899e-03,-2.752853858192609e-02,225,-902,6.866455078125000e-03,-2.752685546875000e-02,2.837033622178913e-02,1.326419582410067e-05,1.683113176088880e-06
148,2.642728147644978e-02,-4.898244609224674e-03,866,-161,2.642822265625000e-02,-4.913330078125000e-03,2.688106704029685e-02,9.411798002172123e-07,-1.508546890032630e-05
149,1.004904180172777e-02,4.069400972798023e-02,329,1333,1.004028320312500e-02,4.067993164062500e-02,4.190064587908970e-02,-8.758598602772588e-06,-1.407808735522792e-05
150,-5.931553229368879e-02,-1.971658903420562e-03,-1944,-65,-5.932617187500000e-02,-1.983642578125000e-03,5.935932536021439e-02,-1.063958131121423e-05,-1.198367470443829e-05
151,2.966915258430483e-02,-6.682436876524436e-02,972,-2190,2.966308593750000e-02,-6.683349609375000e-02,7.312055024033125e-02,-6.066646804830933e-06,-9.127328505637022e-06
152,5.392293605220109e-02,6.019961404813597e-02,1767,1973,5.392456054687500e-02,6.021118164062500e-02,8.082848894253761e-02,1.624494673911625e-06,1.156759248903405e-05
153,-7.782783262252503e-02,2.395072637019989e-02,-2550,785,-7.781982421875000e-02,2.395629882812500e-02,8.142376369942360e-02,8.008403775031092e-06,5.572457925113322e-06
154,9.198219355094243e-03,-7.436108778535537e-02,301,-2437,9.185791015625000e-03,-7.437133789062500e-02,7.493647080176816e-02,-1.242833946924274e-05,-1.025010526962966e-05
155,5.446352226127502e-02,3.026969183987506e-02,1785,992,5.447387695312500e-02,3.027343750000000e-02,6.232081745589197e-02,1.035469184998417e-05,3.745660124940264e-06
156,-3.267940119431226e-02,3.226329929961302e-02,-1071,1057,-3.268432617187500e-02,3.225708007812500e-02,4.592150250673514e-02,-4.924977562742461e-06,-6.219221488024118e-06
157,-2.160902875518285e-02,-2.254972042259579e-02,-708,-739,-2.160644531250000e-02,-2.255249023437500e-02,3.123224767469727e-02,2.583442682849157e-06,-2.769811779209513e-06
158,1.403950043759109e-02,-2.666125632106301e-02,460,-874,1.403808593750000e-02,-2.667236328125000e-02,3.014104875075863e-02,-1.414500091088261e-06,-1.110696018698926e-05
159,3.925745903212369e-02,1.921185612494926e-02,1286,630,3.924560546875000e-02,1.922607421875000e-02,4.370193906995047e-02,-1.185356337368715e-05,1.421809380074135e-05
160,-3.942537958567258e-02,4.483570410241118e-02,-1292,1469,-3.942871093750000e-02,4.483032226562500e-02,5.970243747647767e-02,-3.331351827423612e-06,-5.381836786180760e-06
161,-3.282235895918587e-02,-6.418569523526657e-02,-1076,-2103,-3.283691406250000e-02,-6.417846679687500e-02,7.209118202350130e-02,-1.455510331413445e-05,7.228438391571057e-06
162,7.826755095985619e-02,-4.308595746450292e-03,2565,-141,7.827758789062500e-02,-4.302978515625000e-03,7.839576767964232e-02,1.003693076881418e-05,5.617230825292335e-06
163,-2.831356309730770e-02,7.221629783723599e-02,-928,2366,-2.832031250000000e-02,7.220458984375000e-02,7.755993098631420e-02,-6.749402692296513e-06,-1.170799348598761e-05
164,-4.897734406878395e-02,-4.956052318905669e-02,-1605,-1624,-4.898071289062500e-02,-4.956054687500000e-02,6.968039926566803e-02,-3.368821841050196e-06,-2.368594331086937e-08
165,5.129138031292701e-02,-2.203365524719545e-02,1681,-722,5.130004882812500e-02,-2.203369140625000e-02,5.583169858381405e-02,8.668515197991777e-06,-3.615905455264801e-08
166,6.263169139675973e-03,3.816513584549013e-02,205,1251,6.256103515625000e-03,3.817749023437500e-02,3.868668494190235e-02,-7.065624050972899e-06,1.235438888487483e-05
167,-2.429573117906021e-02,7.781551272564280e-03,-796,255,-2.429199218750000e-02,7.781982421875000e-03,2.550804059217275e-02,3.738991560212068e-06,4.311493107204273e-07
168,-1.979991802866711e-02,-2.333934403343869e-02,-649,-765,-1.980590820312500e-02,-2.334594726562500e-02,3.061547408550058e-02,-5.990174457886493e-06,-6.603232186309232e-06
169,3.882437083185850e-02,-2.743566907952001e-02,1272,-899,3.881835937500000e-02,-2.743530273437500e-02,4.753483838926409e-02,-6.011456858502628e-06,3.663451450149069e-07
170,1.823987710743702e-02,6.144899523116245e-02,598,2014,1.824951171875000e-02,6.146240234375000e-02,6.411451925919588e-02,9.634611312984293e-06,1.340711258755040e-05
171,-7.532170513260172e-02,-8.807636228760837e-03,-2468,-289,-7.531738281250000e-02,-8.819580078125000e-03,7.583200608238667e-02,4.322320101723953e-06,-1.194384936416271e-05
172,4.212216894065494e-02,-6.893558098833141e-02,1380,-2259,4.211425781250000e-02,-6.893920898437500e-02,8.078505583639246e-02,-7.911128154944325e-06,-3.627996043586990e-06
173,4.331042268261710e-02,6.510217061523094e-02,1419,2133,4.330444335937500e-02,6.509399414062500e-02,7.818249732417761e-02,-5.979323242095991e-06,-8.176474605936512e-06
174,-6.734487225448976e-02,1.158745539601078e-02,-2207,380,-6.735229492187500e-02,1.159667968750000e-02,6.834335820705406e-02,-7.422667385237336e-06,9.224291489220299e-06
175,9.781271567722297e-03,-5.174148283627479e-02,321,-1695,9.796142578125000e-03,-5.172729492187500e-02,5.264672306369684e-02,1.487101040270264e-05,1.418791439979084e-05
176,3.244163390498086e-02,1.225079843674574e-02,1063,401,3.244018554687500e-02,1.223754882812500e-02,3.467164893160435e-02,-1.448358105858583e-06,-1.324960862074225e-05
177,-1.018505587231515e-03,2.495580628597957e-02,-33,818,-1.007080078125000e-03,2.496337890625000e-02,2.498368461017637e-02,1.142550910651456e-05,7.572620270429598e-06
178,-3.518202006633658e-02,8.696886796822975e-03,-1153,285,-3.518676757812500e-02,8.697509765625000e-03,3.624576235534481e-02,-4.747511788416592e-06,6.229688020251839e-07
179,-2.505881082980208e-03,-5.503150131997141e-02,-82,-1803,-2.502441406250000e-03,-5.502319335937500e-02,5.508006917619915e-02,3.439676730207508e-06,8.307960596413977e-06
180,6.787035408095166e-02,2.264685477417351e-02,2224,742,6.787109375000000e-02,2.264404296875000e-02,7.154885078596221e-02,7.396690483441049e-07,-2.811805423511005e-06
181,-5.572962861554613e-02,6.017927228106047e-02,-1826,1972,-5.572509765625000e-02,6.018066406250000e-02,8.201828354581726e-02,4.530959296131232e-06,1.391781439527562e-06
182,-3.137887054579500e-02,-7.876673024049864e-02,-1028,-2581,-3.137207031250000e-02,-7.876586914062500e-02,8.478365961180553e-02,6.800233294995683e-06,8.610998736419129e-07
183,7.911932427459044e-02,5.154624511046514e-03,2593,169,7.913208007812500e-02,5.157470703125000e-03,7.929997226698368e-02,1.275580353456152e-05,2.846192078485854e-06
184,-3.085268652681217e-02,5.840489091952110e-02,-1011,1914,-3.085327148437500e-02,5.841064453125000e-02,6.605851766308864e-02,-5.849575628255610e-07,5.753611728900876e-06
185,-3.167794538647058e-02,-3.461196497831670e-02,-1038,-1134,-3.167724609375000e-02,-3.460693359375000e-02,4.691575186274032e-02,6.992927205767829e-07,5.031384566700492e-06
186,2.054975141499459e-02,-1.716663179588505e-02,673,-563,2.053833007812500e-02,-1.718139648437500e-02,2.677729238648500e-02,-1.142133686958535e-05,-1.476468848994952e-05
187,2.351949419195908e-02,5.252071382444718e-03,771,172,2.352905273437500e-02,5.249023437500000e-03,2.410743805601134e-02,9.558542415924465e-06,-3.047944944717905e-06
188,-6.144328126751475e-03,4.348319246510448e-02,-201,1425,-6.134033203125000e-03,4.348754882812500e-02,4.391802894501979e-02,1.029492362647488e-05,4.356363020520393e-06
189,-5.867407183443433e-02,-2.892819483338301e-02,-1923,-948,-5.868530273437500e-02,-2.893066406250000e-02,6.542895444772498e-02,-1.123089994067156e-05,-2.469229116990740e-06
190,6.294292383285748e-02,-5.241998807838028e-02,2063,-1718,6.295776367187500e-02,-5.242919921875000e-02,8.192985376090353e-02,1.483983901752473e-05,-9.211140369724813e-06
191,2.184557777488793e-02,8.799693968145396e-02,716,2883,2.185058593750000e-02,8.798217773437500e-02,9.065490447127075e-02,5.008162612066963e-06,-1.476194707895895e-05
192,-8.822141972426278e-02,-1.938677430007316e-02,-2891,-635,-8.822631835937500e-02,-1.937866210937500e-02,9.032948464592896e-02,-4.898635112215999e-06,8.112190698156274e-06
193,4.994903848021424e-02,-6.336988358598768e-02,1637,-2077,4.995727539062500e-02,-6.338500976562500e-02,8.070556875112846e-02,8.236910410762410e-06,-1.512617963732310e-05
194,2.946223799101119e-02,5.544536540895299e-02,965,1817,2.944946289062500e-02,5.545043945312500e-02,6.278552460632132e-02,-1.277510038618507e-05,5.074044172014014e-06
195,-3.857722200523773e-02,7.944780134323129e-03,-1264,260,-3.857421875000000e-02,7.934570312500000e-03,3.938182014860230e-02,3.003255237728208e-06,-1.020982182312925e-05
196,-1.066658886460824e-02,-1.749530765846020e-02,-350,-573,-1.068115234375000e-02,-1.748657226562500e-02,2.049066189734538e-02,-1.456347914176141e-05,8.735392835201167e-06
197,1.309118946711292e-02,-3.122306860736123e-02,429,-1023,1.309204101562500e-02,-3.121948242187500e-02,3.385347280035786e-02,8.515485120756672e-07,3.586185486226939e-06
198,4.907933112425843e-02,3.389290655815429e-02,1608,1111,4.907226562500000e-02,3.390502929687500e-02,5.964594089451946e-02,-7.065499258433749e-06,1.212273872070596e-05
199,-6.928195521023703e-02,4.401456506443959e-02,-2270,1442,-6.927490234375000e-02,4.400634765625000e-02,8.207052289816874e-02,7.052866487028409e-06,-8.217408189591102e-06
200,-1.094480410922875e-02,-9.622650461897603e-02,-359,-3153,-1.095581054687500e-02,-9.622192382812500e-02,9.684362864909858e-02,-1.100643764624654e-05,4.580790851027583e-06
201,9.526495736034397e-02,3.550166820297024e-02,3122,1163,9.527587890625000e-02,3.549194335937500e-02,1.016718798133658e-01,1.092154590602579e-05,-9.724843595244892e-06
202,-7.038637376275539e-02,6.464809652871643e-02,-2306,2118,-7.037353515625000e-02,6.463623046875000e-02,9.555248159832021e-02,1.283860650538871e-05,-1.186605996643386e-05
203,-2.239155445696840e-02,-7.569188231719376e-02,-734,-2480,-2.239990234375000e-02,-7.568359375000000e-02,7.892884129343707e-02,-8.347886781601838e-06,8.288567193759366e-06
204,5.332488739930753e-02,5.776995173466005e-03,1747,189,5.331420898437500e-02,5.767822265625000e-03,5.362529863149903e-02,-1.067841493253285e-05,-9.172907841005495e-06
205,-4.514184618235871e-03,2.433289647734609e-02,-148,797,-4.516601562500000e-03,2.432250976562500e-02,2.473831382639692e-02,-2.416944264128570e-06,-1.038671172109290e-05
206,-1.427954427613105e-02,1.978967864465148e-02,-468,648,-1.428222656250000e-02,1.977539062500000e-02,2.439360715338997e-02,-2.682286368954970e-06,-1.428801965148302e-05
207,-4.293246698759261e-02,-3.473249349551794e-02,-1407,-1138,-4.293823242187500e-02,-3.472900390625000e-02,5.522495374226478e-02,-5.765434282392623e-06,3.489589267935411e-06
208,7.411036718625044e-02,-3.995661147250872e-02,2428,-1309,7.409667968750000e-02,-3.994750976562500e-02,8.417910356606727e-02,-1.368749875044206e-05,9.101706883715699e-06
209,3.567740663297142e-03,1.049956902471656e-01,117,3440,3.570556640625000e-03,1.049804687500000e-01,1.050411714219412e-01,2.815977327857728e-06,-1.522149716561005e-05
210,-1.033939286122806e-01,-4.944616864296907e-02,-3388,-1620,-1.033935546875000e-01,-4.943847656250000e-02,1.146053668714424e-01,3.739247805972790e-07,7.692080469065554e-06
211,8.908950161575580e-02,-6.647180647612401e-02,2919,-2178,8.908081054687500e-02,-6.646728515625000e-02,1.111453588942448e-01,-8.691068880795072e-06,4.521319874009611e-06
212,1.571269882893817e-02,9.325889364618507e-02,515,3056,1.571655273437500e-02,9.326171875000000e-02,9.457673188504925e-02,3.853905436834726e-06,2.825103814926844e-06
213,-6.412012842789849e-02,-1.759118827157032e-02,-2101,-576,-6.411743164062500e-02,-1.757812500000000e-02,6.648334767974493e-02,2.696787273492873e-06,1.306327157031550e-05
214,1.477436506064876e-02,-2.746734798359221e-02,484,-900,1.477050781250000e-02,-2.746582031250000e-02,3.118556054454787e-02,-3.857248148759693e-06,1.527671092214217e-06
215,1.461455209307325e-02,-1.596358453927210e-02,479,-523,1.461791992187500e-02,-1.596069335937500e-02,2.164318172899602e-02,3.367828801750100e-06,2.891179897102081e-06
216,4.451173149825997e-02,3.926258072684941e-02,1459,1287,4.452514648437500e-02,3.927612304687500e-02,5.937257372767595e-02,1.341498611502623e-05,1.354232002559463e-05
217,-8.624665028462666e-02,4.040643030684025e-02,-2826,1324,-8.624267578125000e-02,4.040527343750000e-02,9.523857016707542e-02,3.974503376663607e-06,-1.156869340254718e-06
218,4.112792489699535e-03,-1.212559550892113e-01,135,-3973,4.119873046875000e-03,-1.212463378906250e-01,1.213163130243001e-01,7.080557175465074e-06,9.617198586275855e-06
219,1.155241282327907e-01,6.671941417926028e-02,3785,2186,1.155090332031250e-01,6.671142578125000e-02,1.333894714034352e-01,-1.509502966574872e-05,-7.988398010277953e-06
220,-1.098179880508436e-01,6.787623967708180e-02,-3599,2224,-1.098327636718750e-01,6.787109375000000e-02,1.291112750406533e-01,-1.477562103140151e-05,-5.145927081798285e-06
221,-7.340180178120215e-03,-1.078227012006261e-01,-241,-3533,-7.354736328125000e-03,-1.078186035156250e-01,1.080691603118845e-01,-1.455615000478527e-05,4.097685001050455e-06
222,6.707441334643911e-02,2.693794446981847e-02,2198,883,6.707763671875000e-02,2.694702148437500e-02,7.228797489660342e-02,3.223372310887096e-06,9.077014556525820e-06
223,-1.474590485578217e-02,2.276494647719727e-02,-483,746,-1.473999023437500e-02,2.276611328125000e-02,2.712126888705943e-02,5.914621407166268e-06,1.166804052731008e-06
224,-1.362554226948922e-02,2.872663272957130e-02,-446,941,-1.361083984375000e-02,2.871704101562500e-02,3.177929209320593e-02,1.470242573922004e-05,-9.591713946301150e-06
225,-6.253286858220908e-02,-5.220974010804720e-02,-2049,-1711,-6.253051757812500e-02,-5.221557617187500e-02,8.146491283705569e-02,2.351004084077957e-06,-5.836063827799332e-06
226,1.133659420771850e-01,-5.020606201832686e-02,3715,-1645,1.133728027343750e-01,-5.020141601562500e-02,1.239902196538959e-01,6.860657189966535e-06,4.646002701863550e-06
227,-1.129607208455054e-02,1.512235302800283e-01,-370,4955,-1.129150390625000e-02,1.512145996093750e-01,1.516355934320450e-01,4.568178300537462e-06,-8.930670653273243e-06
228,-1.336877474188935e-01,-8.662607727093879e-02,-4381,-2839,-1.336975097656250e-01,-8.663940429687500e-02,1.593154433645614e-01,-9.762346731528870e-06,-1.332702593620505e-05
229,1.269183574388993e-01,-6.879578261834546e-02,4159,-2254,1.269226074218750e-01,-6.878662109375000e-02,1.443639411912218e-01,4.249982975657041e-06,9.161524595457937e-06
230,1.420333949236539e-03,1.073789460643989e-01,47,3519,1.434326171875000e-03,1.073913574218750e-01,1.074009354730220e-01,1.399222263846062e-05,1.241135747605260e-05
231,-4.880806968053740e-02,-1.966793980840810e-02,-1599,-644,-4.879760742187500e-02,-1.965332031250000e-02,5.260664871862829e-02,1.046225866239980e-05,1.461949590809974e-05
232,-1.930970620136664e-02,-4.336921857931363e-03,-633,-142,-1.931762695312500e-02,-4.333496093750000e-03,1.979772460397022e-02,-7.920751758355021e-06,3.425764181362763e-06
233,1.877972057406619e-02,-8.315211712542822e-02,615,-2725,1.876831054687500e-02,-8.316040039062500e-02,8.525198926660305e-02,-1.141002719119363e-05,-8.283265196779022e-06
234,1.124751344320400e-01,9.100912731972584e-02,3686,2982,1.124877929687500e-01,9.100341796875000e-02,1.446897565447374e-01,1.265853671003625e-05,-5.709350975838245e-06
235,-1.706272197801789e-01,7.093768039841007e-02,-5591,2324,-1.706237792968750e-01,7.092285156250000e-02,1.847769599687827e-01,3.440483303918107e-06,-1.482883591007178e-05
236,2.189235013335297e-02,-1.954675476371077e-01,717,-6405,2.188110351562500e-02,-1.954650878906250e-01,1.966860017264860e-01,-1.124661772797242e-05,2.459746482719183e-06
237,1.431410025309883e-01,1.013064391007698e-01,4690,3320,1.431274414062500e-01,1.013183593750000e-01,1.753592724378759e-01,-1.356112473832605e-05,1.192027423019271e-05
238,-1.080319800141381e-01,5.453608147076325e-02,-3540,1787,-1.080322265625000e-01,5.453491210937500e-02,1.210166047070756e-01,-2.465483619484843e-07,-1.169361388247969e-06
239,-5.426701721726983e-03,-4.023640205465968e-02,-178,-1318,-5.432128906250000e-03,-4.022216796875000e-02,4.058732339734237e-02,-5.427184523017214e-06,1.423408590968400e-05
240,-3.821762747646013e-02,-4.384229230282163e-02,-1252,-1437,-3.820800781250000e-02,-4.385375976562500e-02,5.816359777886174e-02,9.619663960132308e-06,-1.146746280337313e-05
241,1.436718428939892e-01,-4.697513865598482e-02,4708,-1539,1.436767578125000e-01,-4.696655273437500e-02,1.511584195844300e-01,4.914918510845467e-06,8.585921609821634e-06
242,-3.946347769556696e-02,2.188267340891657e-01,-1293,7171,-3.945922851562500e-02,2.188415527343750e-01,2.223705374329984e-01,4.249179941961945e-06,1.481864520930243e-05
243,-1.951889339332556e-01,-1.599538636125987e-01,-6396,-5241,-1.951904296875000e-01,-1.599426269531250e-01,2.523508425947046e-01,-1.495754244434933e-06,1.123665947366792e-05
244,2.114548551145533e-01,-8.354258155677464e-02,6929,-2738,2.114562988281250e-01,-8.355712890625000e-02,2.273665764907960e-01,1.443713571691596e-06,-1.454734947535508e-05
245,-1.615665019788642e-02,1.426620789500425e-01,-529,4675,-1.614379882812500e-02,1.426696777343750e-01,1.435801489950243e-01,1.285136976142409e-05,7.598784332485398e-06
246,-1.516768793584499e-02,1.635735456303419e-03,-497,54,-1.516723632812500e-02,1.647949218750000e-03,1.525650007245349e-02,4.516077199909208e-07,1.221376244658120e-05
247,-1.399262571960473e-01,3.767161955455146e-02,-4585,1234,-1.399230957031250e-01,3.765869140625000e-02,1.449022075386605e-01,3.161492922343356e-06,-1.292814830146372e-05
248,6.098844658119480e-02,-2.730167993902630e-01,1998,-8946,6.097412109375000e-02,-2.730102539062500e-01,2.797363797955325e-01,-1.432548744480233e-05,6.545484013020797e-06
249,2.560763337244105e-01,2.285268823880940e-01,8391,7488,2.560729980468750e-01,2.285156250000000e-01,3.432095150164917e-01,-3.335677535520887e-06,-1.125738809398813e-05
250,-2.711368221995516e-01,9.400513342198935e-02,-8885,3080,-2.711486816406250e-01,9.399414062500000e-02,2.869782326715413e-01,-1.185944107340298e-05,-1.099279698935085e-05
251,8.917873102050188e-03,-8.812339861846676e-02,292,-2888,8.911132812500000e-03,-8.813476562500000e-02,8.858411369865195e-02,-6.740289550187517e-06,-1.136700653324441e-05
252,-1.526196919644738e-01,-1.554254173644075e-01,-5001,-5093,-1.526184082031250e-01,-1.554260253906250e-01,2.178293549804133e-01,1.283761348835899e-06,-6.080262174579243e-07
253,4.692981849468585e-01,-1.367867740874672e-01,15378,-4482,4.692993164062500e-01,-1.367797851562500e-01,4.888256928668577e-01,1.131459391512379e-06,6.988931217227767e-06
254,-9.411874190636915e-02,4.084903766051070e-01,-3084,13385,-9.411621093750000e-02,4.084777832031250e-01,4.191801051240042e-01,2.530968869152161e-06,-1.259340198195291e-05
255,3.818425104038996e-01,3.804714984503398e-01,12512,12467,3.818359375000000e-01,3.804626464843750e-01,5.390273727153366e-01,-6.572903899604299e-06,-8.851965964784547e-06
